Код;КЧ;Наименование профессии;Наименование должности;Код категории;Код выпуска ЕТКС;Код по ОКЗ;autokey
12205;3;Запарщик крученого шелка;;47;7431;;classifierOkpdtr_12205
12207;2;Запарщик ткани;;47;7431;;classifierOkpdtr_12207
12208;7;Запарщик шерстяных изделий;;47;7431;;classifierOkpdtr_12208
12210;4;Заправщик иглопробивного агрегата;;47;7432;;classifierOkpdtr_12210
12212;3;Заправщик поливомоечных машин;;1;9331;;classifierOkpdtr_12212
12214;2;Заправщик рулонов картона и бумаги;;41;8286;;classifierOkpdtr_12214
12216;1;Заправщик-съемщик тормозной ленты;;38;7450;;classifierOkpdtr_12216
12218;0;Заправщик текстильного оборудования;;47;7432;;classifierOkpdtr_12218
12219;5;Заправщик эмалевых шликеров;;2;8223;;classifierOkpdtr_12219
12221;2;Запрессовщик игл;;11;7280;;classifierOkpdtr_12221
12223;1;Запрессовщик фитилей;;19;7241;;classifierOkpdtr_12223
12225;0;Зарядчик автоклавов;;20;8152;;classifierOkpdtr_12225
12227;5;Зарядчик ингаляторов;;31;9321;;classifierOkpdtr_12227
12229;9;Зарядчик огнетушителей;;1;9321;;classifierOkpdtr_12229
12231;6;Зарядчик противогазовых коробок;;1;9321;;classifierOkpdtr_12231
12233;5;Зарядчик холодильных аппаратов;;1;8290;;classifierOkpdtr_12233
12235;4;Засольщик мяса и мясопродуктов;;52;7411;;classifierOkpdtr_12235
12237;3;Засольщик овощей;;51;7411;;classifierOkpdtr_12237
12238;8;Засольщик шкур;;52;7411;;classifierOkpdtr_12238
12240;5;Засыпщик шихты;;44;8132;;classifierOkpdtr_12240
12242;4;Заточник;;2;7222;;classifierOkpdtr_12242
12244;3;Заточник деревообрабатывающего инструмента;;40;7222;;classifierOkpdtr_12244
12245;8;Заточник игольно-платинных изделий;;11;7280;;classifierOkpdtr_12245
12247;7;Заточник карандашей, стержней и палочек;;40;9321;;classifierOkpdtr_12247
12249;6;Заточник контактной пружины;;20;7222;;classifierOkpdtr_12249
12251;3;Заточник медицинского инструмента;;16;7222;;classifierOkpdtr_12251
12253;2;Затяжчик обуви;;48;7442;;classifierOkpdtr_12253
12255;1;Зачистчик;;20;7242;;classifierOkpdtr_12255
12257;0;Зачистчик электроизоляционных материалов;;43;9322;;classifierOkpdtr_12257
12259;4;Зашивальщик мягкой тары;;51;9322;;classifierOkpdtr_12259
12261;7;Зверовод;;70;6129;;classifierOkpdtr_12261
12262;1;Зверовод зоологических баз;;62;6129;;classifierOkpdtr_12262
12264;0;Земледел;;2;7211;;classifierOkpdtr_12264
12266;0;Землекоп;;3;7129;;classifierOkpdtr_12266
12268;9;Зоолаборант питомника лабораторных животных;;31;6129;;classifierOkpdtr_12268
12269;3;Зоолаборант серпентария (питомника);;1;6129;;classifierOkpdtr_12269
12271;0;Зубополировщик деталей часов;;10;7311;;classifierOkpdtr_12271
12273;7;Зуборезчик;;2;7223;;classifierOkpdtr_12273
12275;9;Зубофрезеровщик деталей часов;;10;7311;;classifierOkpdtr_12275
12277;8;Зубошлифовщик;;2;7224;;classifierOkpdtr_12277
12282;9;Известегасильщик;;3;8229;;classifierOkpdtr_12282
12284;8;Изготовитель абразивных дисков и полировальных изделий;;17;7270;;classifierOkpdtr_12284
12286;7;Изготовитель абразивных пилок;;17;7270;;classifierOkpdtr_12286
12288;6;Изготовитель асбометаллических изделий;;38;8286;;classifierOkpdtr_12288
12290;3;Изготовитель берд;;12;7280;;classifierOkpdtr_12290
12291;8;Изготовитель бисквита;;51;7412;;classifierOkpdtr_12291
12292;2;Изготовитель блоков и панелей из кирпича;;42;7450;;classifierOkpdtr_12292
12294;1;Изготовитель блоков пенополиуретана;;27;8234;;classifierOkpdtr_12294
12295;6;Изготовитель бужей и катетеров;;16;8284;;classifierOkpdtr_12295
12296;0;Изготовитель вафель;;51;7412;;classifierOkpdtr_12296
12297;5;Изготовитель веревочных изделий;;47;7438;;classifierOkpdtr_12297
12299;4;Изготовитель витаминных соков;;31;8221;;classifierOkpdtr_12299
12301;8;Изготовитель гипсовых бинтов;;31;9321;;classifierOkpdtr_12301
12303;7;Изготовитель глазированных фруктов;;51;7412;;classifierOkpdtr_12303
12304;1;Изготовитель голосовых планок;;63;7312;;classifierOkpdtr_12304
12306;0;Изготовитель декоративных элементов мебели;;40;7422;;classifierOkpdtr_12306
12308;5;Изготовитель деталей для духовых инструментов;;63;7312;;classifierOkpdtr_12308
12310;7;Изготовитель деталей и узлов трубопроводов из пластмасс;;27;8284;;classifierOkpdtr_12310
12312;6;Изготовитель жгутов;;44;7223;;classifierOkpdtr_12312
12314;5;Изготовитель звукопоглощающих клиньев;;29;9321;;classifierOkpdtr_12314
12315;1;Изготовитель зубочисток;;52;9321;;classifierOkpdtr_12315
12317;9;Изготовитель игровых кукол;;62;5410;;classifierOkpdtr_12317
12319;8;Изготовитель изделий из вспенивающихся материалов;;27;8284;;classifierOkpdtr_12319
12320;0;Изготовитель изделий из органического стекла;;27;8284;;classifierOkpdtr_12320
12321;5;Изготовитель изделий из тканей с художественной росписью;;65;7332;;classifierOkpdtr_12321
12322;8;Изготовитель изделий из фторопласта;;27;8284;;classifierOkpdtr_12322
12323;4;Изготовитель изделий из шлифовальной шкурки;;17;7270;;classifierOkpdtr_12323
12325;3;Изготовитель изделий методом намотки;;27;8284;;classifierOkpdtr_12325
12327;2;Изготовитель искусственной колбасной оболочки;;52;7411;;classifierOkpdtr_12327
12329;1;Изготовитель казеина;;52;7411;;classifierOkpdtr_12329
12330;4;Изготовитель камышовых и соломенных матов;;48;9321;;classifierOkpdtr_12330
12332;3;Изготовитель капов;;45;7223;;classifierOkpdtr_12332
12333;8;Изготовитель карамели;;51;7412;;classifierOkpdtr_12333
12334;2;Изготовитель каркасов;;2;7211;;classifierOkpdtr_12334
12336;1;Изготовитель кетгута;;31;7411;;classifierOkpdtr_12336
12338;0;Изготовитель кожмягчителя;;52;7411;;classifierOkpdtr_12338
12340;8;Изготовитель колец;;33;8284;;classifierOkpdtr_12340
12341;2;Изготовитель конфет;;51;7412;;classifierOkpdtr_12341
12342;7;Изготовитель костяного угля;;51;7411;;classifierOkpdtr_12342
12345;0;Изготовитель лайки;;52;7441;;classifierOkpdtr_12345
12346;5;Изготовитель лекал;;48;7443;;classifierOkpdtr_12346
12347;0;Изготовитель лекал;;49;7443;;classifierOkpdtr_12347
12349;9;Изготовитель лент и металлосеток;;15;7280;;classifierOkpdtr_12349
12351;6;Изготовитель ленточных сердечников;;21;7242;;classifierOkpdtr_12351
12353;5;Изготовитель ленты из фторопласта;;27;8284;;classifierOkpdtr_12353
12355;4;Изготовитель маканых изделий;;33;8284;;classifierOkpdtr_12355
12356;9;Изготовитель макетов матриц;;48;7442;;classifierOkpdtr_12356
12357;3;Изготовитель мармеладо-пастильных изделий;;51;7412;;classifierOkpdtr_12357
12358;8;Изготовитель металлорукавов, гибких валов и бронеспиралей;;15;7280;;classifierOkpdtr_12358
12360;5;Изготовитель микрофонных порошков;;19;8151;;classifierOkpdtr_12360
12361;3;Изготовитель мишурной нити;;19;7241;;classifierOkpdtr_12361
12363;9;Изготовитель многослойных панелей;;27;8284;;classifierOkpdtr_12363
12365;8;Изготовитель молдингов;;33;8284;;classifierOkpdtr_12365
12367;7;Изготовитель молоточков для клавишных инструментов;;63;7312;;classifierOkpdtr_12367
12369;6;Изготовитель мороженого;;52;7416;;classifierOkpdtr_12369
12371;3;Изготовитель музыкальных инструментов по индивидуальным заказам;;63;7312;;classifierOkpdtr_12371
12372;8;Изготовитель мясных полуфабрикатов;;52;7411;;classifierOkpdtr_12372
12374;7;Изготовитель набивок;;38;7213;;classifierOkpdtr_12374
12376;6;Изготовитель-наладчик пресс-проводок;;7;8122;;classifierOkpdtr_12376
12378;5;Изготовитель натуральной колбасной оболочки;;52;7411;;classifierOkpdtr_12378
12380;2;Изготовитель орудий лова;;54;6152;;classifierOkpdtr_12380
12382;1;Изготовитель оснастки для жаккардовых машин;;12;7280;;classifierOkpdtr_12382
12383;6;Изготовитель основы валяльно-войлочных изделий;;47;7439;;classifierOkpdtr_12383
12385;5;Изготовитель очковых оправ;;16;8284;;classifierOkpdtr_12385
12387;4;Изготовитель парафиновых колец;;47;9322;;classifierOkpdtr_12387
12389;3;Изготовитель перопуховых изделий;;52;7411;;classifierOkpdtr_12389
12391;0;Изготовитель пищевых полуфабрикатов;;55;5122;;classifierOkpdtr_12391
12393;2;Изготовитель пластмассовой аппаратуры;;27;8284;;classifierOkpdtr_12393
12395;9;Изготовитель подбор и гужиков;;47;7438;;classifierOkpdtr_12395
12397;8;Изготовитель полуфабрикатов из мяса птицы;;52;5122;;classifierOkpdtr_12397
12399;7;Изготовитель препаратов драгоценных металлов и люстров;;26;8229;;classifierOkpdtr_12399
12401;0;Изготовитель прессовочных материалов;;27;8232;;classifierOkpdtr_12401
12403;8;Изготовитель приспособлений для выращивания монокристаллов;;25;7321;;classifierOkpdtr_12403
12405;9;Изготовитель пробок;;31;9322;;classifierOkpdtr_12405
12407;8;Изготовитель профильных заготовок;;45;9321;;classifierOkpdtr_12407
12408;2;Изготовитель пульпоэкстракторов;;16;7224;;classifierOkpdtr_12408
12410;4;Изготовитель ранта;;35;7442;;classifierOkpdtr_12410
12412;9;Изготовитель ремиз;;12;7280;;classifierOkpdtr_12412
12414;8;Изготовитель саговой крупки;;55;9322;;classifierOkpdtr_12414
12416;7;Изготовитель светофильтров и поляроидов;;71;7260;;classifierOkpdtr_12416
12418;6;Изготовитель свечей;;55;8229;;classifierOkpdtr_12418
12420;3;Изготовитель сепараторов;;19;7241;;classifierOkpdtr_12420
12424;1;Изготовитель сигар;;55;7414;;classifierOkpdtr_12424
